2025-06-20 12:46:37,409 - INFO - Processing test_traffic.pcap...
2025-06-20 12:46:37,421 - INFO - Read 100 packets from test_traffic.pcap
2025-06-20 12:46:37,421 - DEBUG - Created new flow: ('10.0.0.9', '192.168.1.4', 37967, 53, '00:11:22:33:44:48', 'aa:bb:cc:dd:ee:21')
2025-06-20 12:46:37,433 - ERROR - Error processing flow (('10.0.0.7', '192.168.1.6', 59527, 22, '00:11:22:33:44:84', 'aa:bb:cc:dd:ee:26'), 0): 'EDecimal' object cannot be interpreted as an integer
2025-06-20 12:46:37,433 - ERROR - Error processing flow (('10.0.0.1', '192.168.1.5', 17759, 67, '00:11:22:33:44:22', 'aa:bb:cc:dd:ee:18'), 0): 'EDecimal' object cannot be interpreted as an integer
2025-06-20 12:46:37,433 - ERROR - Error processing flow (('10.0.0.7', '192.168.1.10', 46558, 68, '00:11:22:33:44:81', 'aa:bb:cc:dd:ee:58'), 0): 'EDecimal' object cannot be interpreted as an integer
2025-06-20 12:46:37,433 - ERROR - Error processing flow (('10.0.0.9', '192.168.1.2', 5694, 67, '00:11:22:33:44:98', 'aa:bb:cc:dd:ee:54'), 0): 'EDecimal' object cannot be interpreted as an integer
2025-06-20 12:46:37,433 - ERROR - Error processing flow (('10.0.0.2', '192.168.1.10', 36333, 53, '00:11:22:33:44:15', 'aa:bb:cc:dd:ee:94'), 0): 'EDecimal' object cannot be interpreted as an integer
2025-06-20 12:46:37,433 - ERROR - Error processing flow (('10.0.0.9', '192.168.1.3', 12354, 80, '00:11:22:33:44:50', 'aa:bb:cc:dd:ee:62'), 0): 'EDecimal' object cannot be interpreted as an integer
2025-06-20 12:46:37,433 - ERROR - Error processing flow (('10.0.0.10', '192.168.1.2', 24574, 443, '00:11:22:33:44:21', 'aa:bb:cc:dd:ee:59'), 0): 'EDecimal' object cannot be interpreted as an integer
2025-06-20 12:46:37,433 - ERROR - Error processing flow (('10.0.0.3', '192.168.1.8', 12056, 67, '00:11:22:33:44:71', 'aa:bb:cc:dd:ee:86'), 0): 'EDecimal' object cannot be interpreted as an integer
2025-06-20 12:46:37,433 - ERROR - Error processing flow (('10.0.0.7', '192.168.1.5', 18565, 53, '00:11:22:33:44:63', 'aa:bb:cc:dd:ee:29'), 0): 'EDecimal' object cannot be interpreted as an integer
2025-06-20 12:46:37,433 - ERROR - Error processing flow (('10.0.0.3', '192.168.1.5', 15466, 123, '00:11:22:33:44:54', 'aa:bb:cc:dd:ee:84'), 0): 'EDecimal' object cannot be interpreted as an integer
2025-06-20 12:46:37,433 - ERROR - Error processing flow (('10.0.0.2', '192.168.1.10', 60361, 53, '00:11:22:33:44:63', 'aa:bb:cc:dd:ee:81'), 0): 'EDecimal' object cannot be interpreted as an integer
2025-06-20 12:46:37,433 - ERROR - Error processing flow (('10.0.0.1', '192.168.1.5', 25462, 53, '00:11:22:33:44:80', 'aa:bb:cc:dd:ee:66'), 0): 'EDecimal' object cannot be interpreted as an integer
2025-06-20 12:46:37,433 - DEBUG - Garbage collection finished. Remaining flows: 100
2025-06-20 12:46:37,433 - INFO - Processing completed. Output written to output/flows.csv
2025-06-20 12:46:37,433 - ERROR - No flow data was generated
